2016-05-03T10:31:20.456+0100 I CONTROL  [initandlisten] MongoDB starting : pid=31170 port=47019 dbpath=/data/shard1/rs2 64-bit host=Sulianas-MacBook-Pro.local
2016-05-03T11:01:23.505+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T11:16:28.273+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T11:31:33.839+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T11:46:38.369+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T12:01:43.528+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T12:16:48.133+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T12:31:53.681+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T12:46:58.479+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T13:02:03.907+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T13:17:08.666+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T13:32:13.980+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T13:47:18.561+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T14:02:23.921+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T14:17:28.637+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T14:32:33.854+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T14:47:38.375+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T15:02:44.219+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T15:17:48.970+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T15:32:54.208+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T15:47:58.955+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T16:01:03.007+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-03T16:01:03.007+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-03T16:01:03.010+0100 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2016-05-03T16:01:03.010+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47018 because: already voted for another candidate this term, resp:{ term: 2, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-03T16:01:03.015+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61320 #9 (7 connections now open)
2016-05-03T16:01:03.016+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-03T16:01:04.149+0100 I NETWORK  [conn8] end connection 127.0.0.1:53570 (6 connections now open)
2016-05-03T16:01:04.149+0100 I REPL     [ReplicationExecutor] VoteRequester: Got failed response from localhost:47017: HostUnreachable End of file
2016-05-03T16:01:04.149+0100 I REPL     [ReplicationExecutor] not becoming primary, we received insufficient votes
2016-05-03T16:01:04.149+0100 I NETWORK  [conn7] end connection 127.0.0.1:53562 (5 connections now open)
2016-05-03T16:01:04.149+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-03T16:01:04.150+0100 I NETWORK  [conn6] end connection 127.0.0.1:53553 (4 connections now open)
2016-05-03T16:01:04.197+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-03T16:01:04.197+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state SECONDARY
2016-05-03T16:01:05.075+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61365 #10 (5 connections now open)
2016-05-03T16:01:05.988+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61374 #11 (6 connections now open)
2016-05-03T16:01:05.988+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61375 #12 (7 connections now open)
2016-05-03T16:01:13.705+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-03T16:01:13.705+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-03T16:01:13.707+0100 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2016-05-03T16:01:13.709+0100 I REPL     [ReplicationExecutor] election succeeded, assuming primary role in term 3
2016-05-03T16:01:13.709+0100 I REPL     [ReplicationExecutor] transition to PRIMARY
2016-05-03T16:01:13.709+0100 W REPL     [ReplicationExecutor] The liveness timeout does not match callback handle, so not resetting it.
2016-05-03T16:01:14.200+0100 I REPL     [rsSync] transition to primary complete; database writes are now permitted
2016-05-03T16:01:14.689+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61420 #13 (8 connections now open)
2016-05-03T16:01:14.690+0100 I SHARDING [conn13] remote client 127.0.0.1:61420 initialized this host as shard s1
2016-05-03T16:01:14.690+0100 I SHARDING [ShardingState initialization] first cluster operation detected, adding sharding hook to enable versioning and authentication to remote servers
2016-05-03T16:01:14.690+0100 I SHARDING [ShardingState initialization] Updating config server connection string to: localhost:57040,localhost:57041,localhost:57042
2016-05-03T16:01:14.709+0100 I NETWORK  [ShardingState initialization] SyncClusterConnection connecting to [localhost:57040]
2016-05-03T16:01:14.710+0100 I NETWORK  [ShardingState initialization] SyncClusterConnection connecting to [localhost:57041]
2016-05-03T16:01:14.711+0100 I NETWORK  [ShardingState initialization] SyncClusterConnection connecting to [localhost:57042]
2016-05-03T16:01:14.713+0100 I NETWORK  [ShardingState initialization] Starting new replica set monitor for s0/localhost:37017,localhost:37018,localhost:37019
2016-05-03T16:01:14.713+0100 I NETWORK  [ReplicaSetMonitorWatcher] starting
2016-05-03T16:01:14.713+0100 I NETWORK  [ShardingState initialization] Starting new replica set monitor for s1/localhost:47017,localhost:47018,localhost:47019
2016-05-03T16:01:14.713+0100 I NETWORK  [ShardingState initialization] Starting new replica set monitor for s2/localhost:57017,localhost:57018,localhost:57019
2016-05-03T16:01:15.209+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61429 #14 (9 connections now open)
2016-05-03T16:01:15.210+0100 I NETWORK  [conn14] end connection 127.0.0.1:61429 (8 connections now open)
2016-05-03T16:01:15.211+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61430 #15 (9 connections now open)
2016-05-03T16:01:15.214+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61432 #16 (10 connections now open)
2016-05-03T16:01:19.239+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61436 #17 (11 connections now open)
2016-05-03T16:01:19.241+0100 I NETWORK  [conn17] end connection 127.0.0.1:61436 (10 connections now open)
2016-05-03T16:01:19.242+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61439 #18 (11 connections now open)
2016-05-03T16:01:19.248+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61444 #19 (12 connections now open)
2016-05-03T16:01:24.640+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61456 #20 (13 connections now open)
2016-05-03T16:01:24.689+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61465 #21 (14 connections now open)
2016-05-03T16:01:24.722+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61474 #22 (15 connections now open)
2016-05-03T16:01:24.749+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61483 #23 (16 connections now open)
2016-05-03T16:04:47.003+0100 I REPL     [ReplicationExecutor] can't see a majority of the set, relinquishing primary
2016-05-03T16:04:47.003+0100 I REPL     [ReplicationExecutor] Stepping down from primary in response to heartbeat
2016-05-03T16:04:47.007+0100 I REPL     [replExecDBWorker-0] transition to SECONDARY
2016-05-03T16:04:47.008+0100 I NETWORK  [conn5] end connection 127.0.0.1:53548 (15 connections now open)
2016-05-03T16:04:47.008+0100 I NETWORK  [conn13] end connection 127.0.0.1:61420 (15 connections now open)
2016-05-03T16:04:47.008+0100 I NETWORK  [conn12] end connection 127.0.0.1:61375 (15 connections now open)
2016-05-03T16:04:47.008+0100 I NETWORK  [conn11] end connection 127.0.0.1:61374 (15 connections now open)
2016-05-03T16:04:47.008+0100 I NETWORK  [conn21] end connection 127.0.0.1:61465 (15 connections now open)
2016-05-03T16:04:47.009+0100 I NETWORK  [conn22] end connection 127.0.0.1:61474 (15 connections now open)
2016-05-03T16:04:47.009+0100 I NETWORK  [conn10] end connection 127.0.0.1:61365 (15 connections now open)
2016-05-03T16:04:47.009+0100 I NETWORK  [conn15] end connection 127.0.0.1:61430 (15 connections now open)
2016-05-03T16:04:47.009+0100 I NETWORK  [conn18] end connection 127.0.0.1:61439 (15 connections now open)
2016-05-03T16:04:47.009+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state SECONDARY
2016-05-03T16:04:47.010+0100 I COMMAND  [conn19] command local.oplog.rs command: getMore { getMore: 23354771229, collection: "oplog.rs", maxTimeMS: 5000, term: 3, lastKnownCommittedOpTime: { ts: Timestamp 1462287674000|1, t: 3 } } cursorid:23354771229 keyUpdates:0 writeConflicts:0 numYields:1 nreturned:0 reslen:378 locks:{ Global: { acquireCount: { r: 6 } }, Database: { acquireCount: { r: 3 } }, oplog: { acquireCount: { r: 3 } } } protocol:op_command 177715ms
2016-05-03T16:04:47.010+0100 I NETWORK  [conn19] SocketException handling request, closing client connection: 9001 socket exception [SEND_ERROR] server [127.0.0.1:61444] 
2016-05-03T16:04:47.010+0100 I NETWORK  [conn23] SocketException handling request, closing client connection: 9001 socket exception [SEND_ERROR] server [127.0.0.1:61483] 
2016-05-03T16:04:47.010+0100 I NETWORK  [conn20] SocketException handling request, closing client connection: 9001 socket exception [SEND_ERROR] server [127.0.0.1:61456] 
2016-05-03T16:04:47.011+0100 I NETWORK  [conn2] end connection 127.0.0.1:53386 (10 connections now open)
2016-05-03T16:04:47.011+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state SECONDARY
2016-05-03T16:04:47.011+0100 I NETWORK  [conn4] end connection 127.0.0.1:53398 (2 connections now open)
2016-05-03T16:04:47.013+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61501 #24 (3 connections now open)
2016-05-03T16:04:47.013+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61502 #25 (4 connections now open)
2016-05-03T16:04:47.015+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s1
2016-05-03T16:04:47.016+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61515 #26 (5 connections now open)
2016-05-03T16:04:47.017+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s0
2016-05-03T16:04:47.018+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61529 #27 (6 connections now open)
2016-05-03T16:04:47.020+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61545 #28 (7 connections now open)
2016-05-03T16:04:47.020+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s2
2016-05-03T16:04:47.021+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61550 #29 (8 connections now open)
2016-05-03T16:04:47.324+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61555 #30 (9 connections now open)
2016-05-03T16:04:47.562+0100 I COMMAND  [conn16] command local.oplog.rs command: getMore { getMore: 24561834362, collection: "oplog.rs", maxTimeMS: 5000, term: 3, lastKnownCommittedOpTime: { ts: Timestamp 1462287674000|1, t: 3 } } cursorid:24561834362 keyUpdates:0 writeConflicts:0 numYields:1 nreturned:0 reslen:378 locks:{ Global: { acquireCount: { r: 6 } }, Database: { acquireCount: { r: 3 } }, oplog: { acquireCount: { r: 3 } } } protocol:op_command 177204ms
2016-05-03T16:04:47.562+0100 I NETWORK  [conn16] SocketException handling request, closing client connection: 9001 socket exception [SEND_ERROR] server [127.0.0.1:61432] 
2016-05-03T16:04:47.603+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61561 #31 (9 connections now open)
2016-05-03T16:04:48.230+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61582 #32 (10 connections now open)
2016-05-03T16:04:48.230+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61583 #33 (11 connections now open)
2016-05-03T16:04:52.012+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state PRIMARY
2016-05-03T16:04:52.032+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47018
2016-05-03T16:04:52.033+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47018
2016-05-03T16:04:52.036+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47018
2016-05-03T16:04:58.164+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61632 #34 (12 connections now open)
2016-05-03T16:04:58.215+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61633 #35 (13 connections now open)
2016-05-03T16:04:58.216+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61634 #36 (14 connections now open)
2016-05-03T16:04:58.358+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61637 #37 (15 connections now open)
2016-05-03T16:04:58.373+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61645 #38 (16 connections now open)
2016-05-03T16:07:59.004+0100 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2016-05-03T16:07:59.004+0100 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2016-05-03T16:07:59.008+0100 I NETWORK  [conn37] end connection 127.0.0.1:61637 (15 connections now open)
2016-05-03T16:07:59.010+0100 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2016-05-03T16:07:59.011+0100 I REPL     [ReplicationExecutor] VoteRequester: Got no vote from localhost:47017 because: already voted for another candidate this term, resp:{ term: 5, voteGranted: false, reason: "already voted for another candidate this term", ok: 1.0 }
2016-05-03T16:07:59.012+0100 I REPL     [ReplicationExecutor] VoteRequester: Got failed response from localhost:47018: HostUnreachable End of file
2016-05-03T16:07:59.012+0100 I REPL     [ReplicationExecutor] not becoming primary, we received insufficient votes
2016-05-03T16:07:59.012+0100 I NETWORK  [conn38] end connection 127.0.0.1:61645 (14 connections now open)
2016-05-03T16:07:59.012+0100 I REPL     [ReplicationExecutor] could not find member to sync from
2016-05-03T16:07:59.012+0100 I NETWORK  [conn25] end connection 127.0.0.1:61502 (13 connections now open)
2016-05-03T16:07:59.014+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47017
2016-05-03T16:07:59.016+0100 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:47018
2016-05-03T16:07:59.016+0100 I REPL     [ReplicationExecutor] Member localhost:47018 is now in state SECONDARY
2016-05-03T16:07:59.437+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 152 secs, remote host 127.0.0.1:47018)
2016-05-03T16:07:59.439+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61685 #39 (14 connections now open)
2016-05-03T16:07:59.439+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s1
2016-05-03T16:07:59.439+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 152 secs, remote host 127.0.0.1:37018)
2016-05-03T16:07:59.440+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s0
2016-05-03T16:07:59.440+0100 I NETWORK  [ReplicaSetMonitorWatcher] Socket closed remotely, no longer connected (idle 152 secs, remote host 127.0.0.1:57018)
2016-05-03T16:07:59.441+0100 W NETWORK  [ReplicaSetMonitorWatcher] No primary detected for set s2
2016-05-03T16:08:00.788+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61712 #40 (15 connections now open)
2016-05-03T16:08:00.792+0100 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:61721 #41 (16 connections now open)
2016-05-03T16:08:04.015+0100 I REPL     [ReplicationExecutor] Member localhost:47017 is now in state PRIMARY
2016-05-03T16:08:04.748+0100 I REPL     [ReplicationExecutor] syncing from: localhost:47018
2016-05-03T16:08:04.749+0100 I REPL     [SyncSourceFeedback] setting syncSourceFeedback to localhost:47018
2016-05-03T16:08:04.752+0100 I ASIO     [NetworkInterfaceASIO-BGSync-0] Successfully connected to localhost:47018
2016-05-03T16:12:07.666+0100 I NETWORK  [conn31] end connection 127.0.0.1:61561 (15 connections now open)
2016-05-03T16:19:23.164+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T16:34:28.827+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
2016-05-03T16:49:33.468+0100 W NETWORK  [HostnameCanonicalizationWorker] Failed to obtain name info for: [ (192.168.1.4, "nodename nor servname provided, or not known"), (192.168.1.4, "nodename nor servname provided, or not known") ]
